representative	product	locus_tag
VNG_2001G	oligoendopeptidase PepF	VNG_2001G,VNG_RS07760,VNG2001G
VNG_2002H	probable M28 family peptidase (homolog toaminopeptidase YwaD)	VNG_2002H,VNG_RS07765,VNG2002H
VNG_2003G	tRNA pseudouridine synthase TruA	VNG_2003G,VNG_RS07770,VNG2003G
VNG_2005G	histidine--tRNA ligase	VNG_2005G,VNG_RS07775,VNG2005G
VNG_2006C	uncharacterized protein	VNG_2006C,VNG_RS07780,VNG2006C
VNG_2008H	PDCD5 family DNA-binding protein	VNG_2008H,VNG_RS07785,VNG2008H
VNG_2010G	30S ribosomal protein S19e	VNG_2010G,VNG_RS07790,VNG2010G
VNG_2011G	thiamine-monophosphate kinase	VNG_2011G,VNG_RS07795,VNG2011G
VNG_2012C	M50 family metalloprotease	VNG_2012C,VNG_RS07800,VNG2012C
VNG_2014a	uncharacterized protein	VNG_2014a
VNG_2014H	uncharacterized protein	VNG_2014H,VNG_RS07805,VNG2014H
VNG_2015C	uridylate kinase	VNG_2015C,VNG_RS07810,VNG2015C
VNG_2017G	lysine--tRNA ligase	VNG_2017G,VNG_RS07815,VNG2017G
VNG_2019C	M50 family metalloprotease	VNG_2019C,VNG_RS07820,VNG2019C
VNG_2020C	PadR family transcription regulator	VNG_2020C,VNG_RS07825,VNG2020C
VNG_2021a	uncharacterized protein	VNG_2021a,VNG_RS13990
VNG_2021C	coproheme decarboxylase HemQ	VNG_2021C,VNG_RS07830,VNG2021C
VNG_2023G	probable oxidoreductase (aldo-keto reductasefamily protein)	VNG_2023G,VNG_RS07835,VNG2023G
VNG_2024H	uncharacterized protein	VNG_2024H,VNG_RS13995,VNG2024H
VNG_2025G	O-acetyltransferase (homolog to galactosideO-acetyltransferase)	VNG_2025G,VNG_RS07840,VNG2025G
VNG_2027H	small CPxCG-related zinc finger protein	VNG_2027H,VNG2027H
VNG_2028H	uncharacterized protein	VNG_2028H,VNG_RS07850,VNG2028H
VNG_2029H	uncharacterized protein	VNG_2029H,VNG_RS07855,VNG2029H
VNG_2031G	NAD synthase, ammonia-dependent	VNG_2031G,VNG_RS07865,VNG2031G
VNG_2032G	enoyl-CoA hydratase	VNG_2032G,VNG_RS07870,VNG2032Gm
VNG_2034a	uncharacterized protein	VNG_2034a,VNG_RS07875
VNG_2034H	spurious ORF	VNG_2034H,VNG2034H
VNG_2035H	uncharacterized protein	VNG_2035H,VNG_RS07885,VNG2035H
VNG_2036G	receiver box response regulator	VNG_2036G,VNG_RS07890,VNG2036G
VNG_2037C	sensor box histidine kinase	VNG_2037C,VNG_RS07895,VNG2037C
VNG_2039H	uncharacterized protein	VNG_2039H,VNG_RS07900,VNG2039H
VNG_2041a	uncharacterized protein	VNG_2041a
VNG_2041H	spurious ORF	VNG_2041H,VNG2041H
VNG_2042H	uncharacterized protein	VNG_2042H,VNG_RS07905,VNG2042H
VNG_2043G	XTP/dITP diphosphatase	VNG_2043G,VNG_RS07910,VNG2043G
VNG_2044H	uncharacterized protein	VNG_2044H,VNG_RS07915,VNG2044H
VNG_2045G	KEOPS complex subunit Kae1/Bud32	VNG_2045G,VNG_RS07920,VNG2045G
VNG_2047G	30S ribosomal protein S31e	VNG_2047G,VNG_RS07925,VNG2047G
VNG_2048G	30S ribosomal protein S24e	VNG_2048G,VNG_RS07930,VNG2048G
VNG_2049C	UPF0218 family protein	VNG_2049C,VNG_RS07935,VNG2049C
VNG_2051G	transcription elongation factor Spt4	VNG_2051G,VNG_RS07940,VNG2051G
VNG_2053G	DNA-directed RNA polymerase subunit E	VNG_2053G,VNG_RS07945,VNG2053G
VNG_2054H	DUF188 family protein	VNG_2054H,VNG_RS07950,VNG2054H
VNG_2056G	translation initiation factor aIF-2 gammasubunit	VNG_2056G,VNG_RS07955,VNG2056G
VNG_2059H	uncharacterized protein	VNG_2059H,VNG_RS07960,VNG2059H
VNG_2060G	beta-lactamase domain protein	VNG_2060G,VNG_RS07965,VNG2060G
VNG_2062G	arNOG05511 family protein (AAA-type ATPase coredomain protein)	VNG_2062G,VNG_RS07970,VNG2062G
VNG_2063G	acetyl-CoA C-acyltransferase	VNG_2063G,VNG_RS07980,VNG2063G
VNG_2064H	TIGR03663 family protein	VNG_2064H,VNG_RS07975,VNG2064H
VNG_2065G	probable glycosyltransferase, type 2	VNG_2065G,VNG_RS07985,VNG2065G
VNG_2067H	GtrA family protein	VNG_2067H,VNG_RS07990,VNG2067H
VNG_2068C	Kef-type transport system	VNG_2068C,VNG_RS07995,VNG2068C
VNG_2071G	acyl-CoA synthetase	VNG_2071G,VNG_RS08000,VNG2071G
VNG_2072G	serine--tRNA ligase	VNG_2072G,VNG_RS08010,VNG2072G
VNG_2073C	beta-lactamase domain protein	VNG_2073C,VNG_RS08005,VNG2073C
VNG_2074H	DUF1486 family protein	VNG_2074H,VNG_RS08015,VNG2074H
VNG_2075C	probable 16S rRNA maturation protein	VNG_2075C,VNG_RS08020,VNG2075C
VNG_2076G	50S ribosomal protein L40e	VNG_2076G,VNG_RS08025,VNG2076G
VNG_2078G	GNAT family acetyltransferase	VNG_2078G,VNG_RS08035,VNG2078G
VNG_2079G	NUDIX family hydrolase	VNG_2079G,VNG_RS08030,VNG2079G
VNG_2080C	beta-lactamase domain protein	VNG_2080C,VNG_RS08040,VNG2080C
VNG_2081a	UPF0215 family protein	VNG_2081a,VNG_RS08050,VNG2081a
VNG_2081H	uncharacterized protein	VNG_2081H,VNG_RS08045,VNG2081H
VNG_2082G	uracil-DNA glycosylase	VNG_2082G,VNG_RS08055,VNG2082G
VNG_2084G	ABC-type transport system permease protein(probable substrate phosphate/phosphonate)	VNG_2084G,VNG_RS08060,VNG2084G
VNG_2085G	ABC-type transport system ATP-binding protein(probable substrate phosphate/phosphonate)	VNG_2085G,VNG_RS08065,VNG2085G
VNG_2086G	ABC-type transport system periplasmic substrate-binding protein (probable substratephosphate/phosphonate)	VNG_2086G,VNG_RS08070,VNG2086G
VNG_2087a	SWIM zinc finger domain protein	VNG_2087a,VNG_RS08080
VNG_2087G	imidazole glycerol-phosphate synthase subunitHisH	VNG_2087G,VNG_RS08075,VNG2087G
VNG_2088G	tRNA (guanine(26)-N(2))-dimethyltransferase	VNG_2088G,VNG_RS08085,VNG2088G
VNG_2089H	uncharacterized protein	VNG_2089H,VNG_RS08090,VNG2089H
VNG_2091H	probable PAP2-type phosphatase	VNG_2091H,VNG_RS08095,VNG2091H
VNG_2093G	glutamine synthetase	VNG_2093G,VNG_RS08100,VNG2093G
VNG_2094G	Lrp/AsnC family global transcription regulatorLrp	VNG_2094G,VNG_RS08105,VNG2094G
VNG_2096G	thermosome subunit 2	VNG_2096G,VNG_RS08110,VNG2096G
VNG_2097C	DUF418 domain protein	VNG_2097C,VNG_RS08115,VNG2097C
VNG_2098H	uncharacterized protein	VNG_2098H,VNG_RS08125,VNG2098H
VNG_2099C	enamine/imine deaminase	VNG_2099C,VNG_RS08130,VNG2099C
VNG_2100G	threonine ammonia-lyase	VNG_2100G,VNG_RS08135,VNG2100G
VNG_2101H	uncharacterized protein	VNG_2101H,VNG_RS08140,VNG2101H
VNG_2102G	citrate synthase	VNG_2102G,VNG_RS08145,VNG2102G
VNG_2104G	PhoU/TrkA-C domain protein	VNG_2104G,VNG_RS08150,VNG2104G
VNG_2105H	uncharacterized protein	VNG_2105H,VNG_RS08155,VNG2105H
VNG_2106G	AstE domain protein	VNG_2106G,VNG_RS08160,VNG2106G
VNG_2108G	threonine synthase	VNG_2108G,VNG_RS08165,VNG2108G
VNG_2109H	uncharacterized protein	VNG_2109H,VNG_RS08170,VNG2109H
VNG_2110C	tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS	VNG_2110C,VNG_RS08175,VNG2110C
VNG_2112C	cro/C1 family transcription regulator	VNG_2112C,VNG_RS08180,VNG2112C
VNG_2113C	mechanosensitive channel protein MscS	VNG_2113C,VNG_RS08185,VNG2113C
VNG_2115H	glutaredoxin	VNG_2115H,VNG_RS08190,VNG2115H
VNG_2116C	xanthine/uracil permease family transportprotein	VNG_2116C,VNG_RS08195,VNG2116C
VNG_2117C	probable transmembrane glycoprotein / HTH domainprotein	VNG_2117C,VNG_RS08200,VNG2117C
VNG_2118G	orotate phosphoribosyltransferase	VNG_2118G,VNG_RS08205,VNG2118G
VNG_2119C	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerolsynthase	VNG_2119C,VNG_RS08210,VNG2119C
VNG_2120G	proline dehydrogenase	VNG_2120G,VNG_RS08215,VNG2120G
VNG_2121C	DUF502 family protein	VNG_2121C,VNG_RS08220,VNG2121C
VNG_2122G	branched-chain amino acid aminotransferase	VNG_2122G,VNG_RS08225,VNG2122G
VNG_2123G	probable NhaC-type sodium/proton antiporter	VNG_2123G,VNG_RS08230,VNG2123G
VNG_2124C	probable NhaC-type sodium/proton antiporter	VNG_2124C,VNG_RS08235,VNG2124C
VNG_2125G	3,4-dihydroxy-2-butanone 4-phosphate synthase	VNG_2125G,VNG_RS08240,VNG2125Gm
VNG_2126C	riboflavin kinase, CTP-dependent	VNG_2126C,VNG_RS08245,VNG2126C
VNG_2128C	tRNA-(4-demethylwyosine) synthase,S-adenosyl-L-methionine-dependent	VNG_2128C,VNG_RS08250,VNG2128C
VNG_2129H	uncharacterized protein	VNG_2129H,VNG2129H
VNG_2130G	ParA domain protein	VNG_2130G,VNG_RS08255,VNG2130G
VNG_2131G	peptide chain release factor aRF-1	VNG_2131G,VNG_RS08260,VNG2131G
VNG_2132G	DnaJ N-terminal domain / ferredoxin fusionprotein	VNG_2132G,VNG_RS08265,VNG2132Gm
VNG_2133H	small CPxCG-related zinc finger protein	VNG_2133H,VNG_RS08270,VNG2133H
VNG_2135G	A-type ATP synthase subunit D	VNG_2135G,VNG_RS08275,VNG2135G
VNG_2136G	beta-carotene 15,15'-dioxygenase Blh	VNG_2136G,VNG_RS08280,VNG2136G
VNG_2137G	lycopene beta-cyclase	VNG_2137G,VNG_RS08285,VNG2137G
VNG_2138G	A-type ATP synthase subunit B	VNG_2138G,VNG_RS08290,VNG2138G
VNG_2139G	A-type ATP synthase subunit A	VNG_2139G,VNG_RS08295,VNG2139G
VNG_2140G	A-type ATP synthase subunit F	VNG_2140G,VNG_RS08300,VNG2140G
VNG_2141G	A-type ATP synthase subunit C	VNG_2141G,VNG_RS08305,VNG2141G
VNG_2142G	A-type ATP synthase subunit E	VNG_2142G,VNG_RS08310,VNG2142G
VNG_2143G	A-type ATP synthase subunit K	VNG_2143G,VNG_RS08315,VNG2143G
VNG_2144G	A-type ATP synthase subunit I	VNG_2144G,VNG_RS08320,VNG2144G
VNG_2146H	A-type ATP synthase subunit H	VNG_2146H,VNG_RS08325,VNG2146H
VNG_2147a	DUF1628 domain protein	VNG_2147a,VNG_RS08335
VNG_2147G	probable demethylmenaquinone methyltransferase	VNG_2147G,VNG_RS08330,VNG2147G
VNG_2148H	uncharacterized protein	VNG_2148H,VNG_RS08340,VNG2148H
VNG_2149H	probable transmembrane glycoprotein / HTH domainprotein	VNG_2149H,VNG_RS08345,VNG2149H
VNG_2150G	electron transfer flavoprotein beta subunit	VNG_2150G,VNG_RS08350,VNG2150G
VNG_2151G	electron transfer flavoprotein alpha subunit	VNG_2151G,VNG_RS08355,VNG2151G
VNG_2152C	UPF0098 family protein	VNG_2152C,VNG_RS08360,VNG2152C
VNG_2153G	bifunctional short chain isoprenyl diphosphatesynthase	VNG_2153G,VNG_RS08365,VNG2153G
VNG_2154C	DUF373 family protein	VNG_2154C,VNG_RS08370,VNG2154C
VNG_2155C	uncharacterized protein	VNG_2155C,VNG_RS08375,VNG2155C
VNG_2156C	TIGR03663 family protein	VNG_2156C,VNG_RS08380,VNG2156C
VNG_2157C	TRAM domain protein	VNG_2157C,VNG_RS08385,VNG2157C
VNG_2158G	probable oxidoreductase (short-chaindehydrogenase family)	VNG_2158G,VNG_RS08390,VNG2158G
VNG_2159G	mannose-1-phosphate guanylyltransferase	VNG_2159G,VNG_RS08395,VNG2159Gm
VNG_2160C	replication protein A	VNG_2160C,VNG_RS08400,VNG2160C
VNG_2162C	rpa-associated protein	VNG_2162C,VNG_RS08405,VNG2162C
VNG_2163H	CopG domain protein	VNG_2163H,VNG_RS08410,VNG2163H
VNG_2164C	uncharacterized protein	VNG_2164C,VNG_RS08415,VNG2164C
VNG_2165H	DUF4098 family protein	VNG_2165H,VNG_RS08425,VNG2165H
VNG_2166C	probable oxidoreductase (homolog to saccharopinedehydrogenase)	VNG_2166C,VNG_RS08430,VNG2166Cm
VNG_2167G	homolog to helicase	VNG_2167G,VNG_RS08435,VNG2167G
VNG_2168C	M50 family metalloprotease	VNG_2168C,VNG_RS08440,VNG2168C
VNG_2170H	cupin 2 barrel domain protein	VNG_2170H,VNG_RS08450,VNG2170H
VNG_2171G	probable oxidoreductase (iron-containing alcoholdehydrogenase family)	VNG_2171G,VNG_RS08445,VNG2171G
VNG_2172C	APH family phosphotransferase	VNG_2172C,VNG_RS08455,VNG2172C
VNG_2173G	archaea-specific helicase AshA	VNG_2173G,VNG_RS08460,VNG2173G
VNG_2174a	uncharacterized protein (C-term) (nonfunctional)	VNG_2174a
VNG_2174H	uncharacterized protein	VNG_2174H,VNG2174H
VNG_2176H	uncharacterized protein (N-term) (nonfunctional)	VNG_2176H,VNG_RS13380,VNG2176H
VNG_2177a	uncharacterized protein	VNG_2177a
VNG_2177H	uncharacterized protein	VNG_2177H,VNG2177H
VNG_2178a	uncharacterized protein	VNG_2178a,VNG_RS13390
VNG_2178H	homolog to phage PhiH1 repressor protein	VNG_2178H,VNG_RS08475,VNG2178H
VNG_2179H	DUF1628 domain protein	VNG_2179H,VNG_RS08485,VNG2179H
VNG_2180C	sensor box histidine kinase	VNG_2180C,VNG_RS08490,VNG2180C
VNG_2181G	ATP-dependent DNA helicase MCM(intein-containing)	VNG_2181G,VNG_RS08495,VNG2181G
VNG_2182H	uncharacterized protein	VNG_2182H,VNG_RS08500,VNG2182H
VNG_2183H	uncharacterized protein	VNG_2183H,VNG_RS08505,VNG2183H
VNG_2184G	transcription initiation factor TFB	VNG_2184G,VNG_RS08510,VNG2184G
VNG_2185a	ParA domain protein	VNG_2185a,VNG_RS08520
VNG_2185H	uncharacterized protein	VNG_2185H,VNG_RS08515,VNG2185H
VNG_2186G	histidine triad family protein (homolog tobis(5'-nucleosyl)-tetraphosphatase)	VNG_2186G,VNG_RS08525,VNG2186G
VNG_2187H	uncharacterized protein	VNG_2187H,VNG_RS08530,VNG2187H
VNG_2189H	uncharacterized protein	VNG_2189H,VNG_RS08535,VNG2189H
VNG_2190G	isoleucine--tRNA ligase	VNG_2190G,VNG_RS08540,VNG2190G
VNG_2191H	uncharacterized protein	VNG_2191H,VNG_RS08545,VNG2191H
VNG_2193G	ba3-type terminal oxidase subunit I	VNG_2193G,VNG_RS08550,VNG2193Gm
VNG_2195G	ba3-type terminal oxidase subunit II	VNG_2195G,VNG_RS08555,VNG2195G
VNG_2196G	halocyanin precursor-like	VNG_2196G,VNG_RS14385,VNG2196G
VNG_2197H	uncharacterized protein	VNG_2197H,VNG_RS08565,VNG2197H
VNG_2199H	uncharacterized protein	VNG_2199H,VNG_RS08570,VNG2199H
VNG_2201G	P-type transport ATPase (probable substratecopper/metal cation)	VNG_2201G,VNG_RS08575,VNG2201G
VNG_2202H	uncharacterized protein	VNG_2202H,VNG_RS08580,VNG2202H
VNG_2203G	ribose-phosphate pyrophosphokinase	VNG_2203G,VNG_RS08585,VNG2203G
VNG_2204H	uncharacterized protein	VNG_2204H,VNG_RS08590,VNG2204H
VNG_2205H	uncharacterized protein	VNG_2205H,VNG_RS08595,VNG2205H
VNG_2206G	phosphohexomutase (phosphoglucomutase /phosphomannomutase)	VNG_2206G,VNG_RS08600,VNG2206G
VNG_2207H	uncharacterized protein	VNG_2207H,VNG_RS08605,VNG2207H
VNG_2208G	tryptophan--tRNA ligase	VNG_2208G,VNG_RS08610,VNG2208G
VNG_2210G	tRNA-splicing endonuclease	VNG_2210G,VNG_RS08615,VNG2210G
VNG_2211H	homolog to DNA topoisomerase 1	VNG_2211H,VNG_RS08620,VNG2211H
VNG_2213G	DEAD/DEAH box helicase	VNG_2213G,VNG_RS08625,VNG2213G
VNG_2214G	MATE efflux family protein	VNG_2214G,VNG_RS08630,VNG2214G
VNG_2216G	lipoate synthase	VNG_2216G,VNG_RS08635,VNG2216G
VNG_2217G	2-oxo-3-methylvalerate dehydrogenase E1component alpha subunit	VNG_2217G,VNG_RS08640,VNG2217G
VNG_2218G	2-oxo-3-methylvalerate dehydrogenase E1component beta subunit	VNG_2218G,VNG_RS08645,VNG2218G
VNG_2219G	dihydrolipoamide S-acyltransferase	VNG_2219G,VNG_RS08650,VNG2219G
VNG_2220G	dihydrolipoyl dehydrogenase	VNG_2220G,VNG_RS08655,VNG2220G
VNG_2222G	prephenate dehydratase	VNG_2222G,VNG_RS08660,VNG2222G
VNG_2223G	leucine--tRNA ligase	VNG_2223G,VNG_RS08665,VNG2223G
VNG_2224G	alanine dehydrogenase	VNG_2224G,VNG_RS08670,VNG2224G
VNG_2226G	thermosome subunit 1	VNG_2226G,VNG_RS08675,VNG2226G
VNG_2227C	probable ribosome biogenesis protein Dim2	VNG_2227C,VNG_RS08680,VNG2227C
VNG_2230H	HTH domain protein	VNG_2230H,VNG_RS08685,VNG2230H
VNG_2231C	major facilitator superfamily transport protein	VNG_2231C,VNG_RS08690,VNG2231C
VNG_2232G	tryptophan--tRNA ligase	VNG_2232G,VNG_RS08695,VNG2232G
VNG_2233C	RIO-type serine/threonine protein kinase Rio1	VNG_2233C,VNG_RS08700,VNG2233C
VNG_2234G	translation initiation factor aIF-1A	VNG_2234G,VNG_RS08705,VNG2234G
VNG_2236H	uncharacterized protein	VNG_2236H,VNG_RS08710,VNG2236H
VNG_2237G	tyrosine--tRNA ligase	VNG_2237G,VNG_RS08715,VNG2237G
VNG_2238C	DUF460 domain protein	VNG_2238C,VNG_RS08720,VNG2238C
VNG_2239C	ribonuclease Z	VNG_2239C,VNG_RS08725,VNG2239C
VNG_2240G	replication factor C small subunit	VNG_2240G,VNG_RS08730,VNG2240G
VNG_2241H	uncharacterized protein	VNG_2241H,VNG_RS08735,VNG2241H
VNG_2242C	tRNA (guanine(10),N(2))-dimethyltransferase	VNG_2242C,VNG_RS08740,VNG2242C
VNG_2243G	TATA-binding transcription initiation factor	VNG_2243G,VNG_RS08745,VNG2243G
VNG_2244H	uncharacterized protein	VNG_2244H,VNG_RS08750,VNG2244H
VNG_2246H	uncharacterized protein	VNG_2246H,VNG_RS08755,VNG2246H
VNG_2247G	ATP phosphoribosyltransferase	VNG_2247G,VNG_RS08760,VNG2247G
VNG_2248H	uncharacterized protein	VNG_2248H,VNG_RS08765,VNG2248H
VNG_2249G	5-methylthioadenosine/S-adenosylhomocysteinedeaminase	VNG_2249G,VNG_RS08770,VNG2249G
VNG_2251G	adenosylhomocysteinase	VNG_2251G,VNG_RS08775,VNG2251G
VNG_2252G	Holliday junction resolvase Hjc	VNG_2252G,VNG_RS08780,VNG2252G
VNG_2253H	uncharacterized protein	VNG_2253H,VNG_RS08785,VNG2253H
VNG_2254C	DNA primase large subunit	VNG_2254C,VNG_RS08790,VNG2254C
VNG_2255C	probable archaetidylserine decarboxylase	VNG_2255C,VNG_RS08795,VNG2255C
VNG_2256G	DNA polymerase sliding clamp	VNG_2256G,VNG_RS08800,VNG2256G
VNG_2257G	homolog to sodium/calcium antiporter	VNG_2257G,VNG_RS08805,VNG2257G
VNG_2259C	phosphoenolpyruvate carboxylase	VNG_2259C,VNG_RS08810,VNG2259C
VNG_2260H	uncharacterized protein	VNG_2260H,VNG_RS08815,VNG2260H
VNG_2262a	esterase domain protein	VNG_2262a,VNG_RS08825
VNG_2262H	uncharacterized protein	VNG_2262H,VNG_RS08820,VNG2262H
VNG_2263G	23S rRNA (uridine-2'-O-) methyltransferase	VNG_2263G,VNG_RS08830,VNG2263G
VNG_2264C	probable transport protein (probable substratequeuosine precursor)	VNG_2264C,VNG_RS08835,VNG2264C
VNG_2267G	Sec-independent protein translocase proteinTatC	VNG_2267G,VNG_RS08845,VNG2267G
VNG_2268H	CopG domain protein	VNG_2268H,VNG_RS08840,VNG2268H
VNG_2269G	Sec-independent protein translocase proteinTatC	VNG_2269G,VNG_RS08850,VNG2269G
VNG_2270G	DNA mismatch repair protein MutS	VNG_2270G,VNG_RS08855,VNG2270G
VNG_2271G	Orc1-type DNA replication protein	VNG_2271G,VNG_RS08860,VNG2271G
VNG_2272G	ribose-5-phosphate isomerase	VNG_2272G,VNG_RS08865,VNG2272G
VNG_2273a	small CPxCG-related zinc finger protein	VNG_2273a
VNG_2273H	uncharacterized protein	VNG_2273H,VNG_RS08870,VNG2273H
VNG_2274C	UPF0213 family protein	VNG_2274C,VNG_RS08875,VNG2274C
VNG_2276G	phosphohexomutase (phosphoglucomutase /phosphomannomutase)	VNG_2276G,VNG_RS08880,VNG2276G
VNG_2277H	GNAT family acetyltransferase	VNG_2277H,VNG_RS08885,VNG2277H
VNG_2279H	ubiquitin-like modifier protein SAMP2	VNG_2279H,VNG_RS08890,VNG2279H
VNG_2280G	replication factor C small subunit	VNG_2280G,VNG_RS08895,VNG2280G
VNG_2281C	YqjG-type gamma-glutamylcysteinyl-hydroquinonereductase	VNG_2281C,VNG_RS08900,VNG2281C
VNG_2282C	thioredoxin domain protein	VNG_2282C,VNG_RS08905,VNG2282C
VNG_2283G	alanine--tRNA ligase	VNG_2283G,VNG_RS08910,VNG2283G
VNG_2284G	phosphoribosyl-AMP cyclohydrolase	VNG_2284G,VNG_RS08915,VNG2284G
VNG_2285C	prepilin/prearchaellin peptidase	VNG_2285C,VNG_RS08920,VNG2285C
VNG_2286G	methylaspartate mutase small subunit	VNG_2286G,VNG_RS08925,VNG2286G
VNG_2288G	methylaspartate mutase large subunit	VNG_2288G,VNG_RS08930,VNG2288G
VNG_2289G	methylaspartate ammonia-lyase	VNG_2289G,VNG_RS08935,VNG2289G
VNG_2290G	MaoC domain protein	VNG_2290G,VNG_RS08940,VNG2290G
VNG_2291G	probable succinyl-CoA transferase	VNG_2291G,VNG_RS08945,VNG2291G
VNG_2292H	DUF2029 family protein	VNG_2292H,VNG_RS08950,VNG2292H
VNG_2293G	ferredoxin (2Fe-2S)	VNG_2293G,VNG_RS08955,VNG2293G
VNG_2294G	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	VNG_2294G,VNG_RS08960,VNG2294G
VNG_2295G	imidazoleglycerol-phosphate dehydratase	VNG_2295G,VNG_RS08965,VNG2295G
VNG_2296C	ACT domain protein	VNG_2296C,VNG_RS08975,VNG2296C
VNG_2297H	uncharacterized protein	VNG_2297H,VNG_RS08970,VNG2297H
VNG_2298a	IMPACT family protein	VNG_2298a,VNG_RS08985,VNG2298a
VNG_2298H	uncharacterized protein	VNG_2298H,VNG_RS08980,VNG2298H
VNG_2299H	ABC-type transport system periplasmic substrate-bindingprotein (nonfunctional)	VNG_2299H,VNG_RS08990,VNG2299H
VNG_2301G	oxidoreductase (homolog to thioredoxin-disulfidereductase)	VNG_2301G,VNG_RS08995,VNG2301G
VNG_2302G	peptidase S9 family protein	VNG_2302G,VNG_RS09000,VNG2302G
VNG_2304H	small CPxCG-related zinc finger protein	VNG_2304H,VNG_RS09005,VNG2304H
VNG_2305C	uracil phosphoribosyltransferase	VNG_2305C,VNG_RS09010,VNG2305C
VNG_2306H	uncharacterized protein	VNG_2306H,VNG_RS09015,VNG2306H
VNG_2307C	transport protein (probable substratephosphate/sulfate)	VNG_2307C,VNG_RS09020,VNG2307C
VNG_2308G	DUF21/CBS domain protein	VNG_2308G,VNG_RS09025,VNG2308G
VNG_2310H	glutaredoxin	VNG_2310H,VNG_RS09030,VNG2310H
VNG_2311H	peroxiredoxin domain protein	VNG_2311H,VNG_RS09035,VNG2311H
VNG_2312a	DUF83 domain protein	VNG_2312a,VNG_RS09045
VNG_2312C	L-threonylcarbamoyladenylate synthase	VNG_2312C,VNG_RS09040,VNG2312C
VNG_2313H	uncharacterized protein	VNG_2313H,VNG_RS09050,VNG2313H
VNG_2314H	uncharacterized protein	VNG_2314H,VNG_RS09055,VNG2314H
VNG_2315H	uncharacterized protein	VNG_2315H,VNG_RS09060,VNG2315H
VNG_2316C	biotin transport protein BioY	VNG_2316C,VNG_RS09065,VNG2316C
VNG_2317a	ABC-type transport system permease protein(probable substrate biotin)	VNG_2317a,VNG_RS09075
VNG_2317G	ABC-type transport system ATP-binding protein(probable substrate biotin)	VNG_2317G,VNG_RS09070,VNG2317G
VNG_2320G	iron-sulfur protein (4Fe-4S)	VNG_2320G,VNG_RS09080,VNG2320G
VNG_2321a	uncharacterized protein	VNG_2321a,VNG_RS09090
VNG_2321G	GNAT family acetyltransferase	VNG_2321G,VNG_RS09085,VNG2321G
VNG_2322G	porphobilinogen synthase	VNG_2322G,VNG_RS09095,VNG2322G
VNG_2323H	Abi/CAAX domain protein	VNG_2323H,VNG_RS09100,VNG2323H
VNG_2324H	Abi/CAAX domain protein	VNG_2324H,VNG_RS09105,VNG2324H
VNG_2326G	glutamate-1-semialdehyde 2,1-aminomutase	VNG_2326G,VNG_RS09110,VNG2326G
VNG_2328H	uncharacterized protein	VNG_2328H,VNG_RS09115,VNG2328H
VNG_2329C	uncharacterized protein	VNG_2329C,VNG_RS09120,VNG2329C
VNG_2330G	hydroxymethylbilane synthase (porphobilinogendeaminase)	VNG_2330G,VNG_RS09125,VNG2330G
VNG_2331G	uroporphyrin-III C-methyltransferase	VNG_2331G,VNG_RS09130,VNG2331G
VNG_2332G	uroporphyrinogen-III synthase	VNG_2332G,VNG_RS09135,VNG2332G
VNG_2333C	single-stranded-DNA-specific exonuclease RecJ1	VNG_2333C,VNG_RS09140,VNG2333C
VNG_2334C	receiver/sensor box histidine kinase	VNG_2334C,VNG_RS09145,VNG2334C
VNG_2335H	uncharacterized protein	VNG_2335H,VNG_RS09150,VNG2335H
VNG_2337C	NifU C-terminal domain protein	VNG_2337C,VNG_RS09155,VNG2337C
VNG_2338G	DNA-directed DNA polymerase D large subunit(intein-containing)	VNG_2338G,VNG_RS09160,VNG2338G
VNG_2339a	uncharacterized protein	VNG_2339a,VNG_RS14245
VNG_2339C	DUF296 family protein	VNG_2339C,VNG_RS09165,VNG2339C
VNG_2340H	uncharacterized protein	VNG_2340H,VNG_RS09170,VNG2340H
VNG_2341H	uncharacterized protein	VNG_2341H,VNG_RS09175,VNG2341H
VNG_2342H	uncharacterized protein	VNG_2342H,VNG_RS09180,VNG2342H
VNG_2343G	ABC-type transport system ATP-binding protein(probable substrate dipeptide/oligopeptide)	VNG_2343G,VNG_RS09185,VNG2343G
VNG_2344G	ABC-type transport system ATP-binding protein(probable substrate dipeptide/oligopeptide)	VNG_2344G,VNG_RS09190,VNG2344G
VNG_2346G	ABC-type transport system permease protein(probable substrate dipeptide/oligopeptide)	VNG_2346G,VNG_RS09195,VNG2346G
VNG_2347G	ABC-type transport system permease protein(probable substrate dipeptide/oligopeptide)	VNG_2347G,VNG_RS09200,VNG2347G
VNG_2349G	ABC-type transport system periplasmic substrate-binding protein (probable substratedipeptide/oligopeptide)	VNG_2349G,VNG_RS09205,VNG2349G
VNG_2351C	CBS domain protein	VNG_2351C,VNG_RS09210,VNG2351C
VNG_2352G	glycine--tRNA ligase	VNG_2352G,VNG_RS09215,VNG2352G
VNG_2353H	uncharacterized protein	VNG_2353H,VNG_RS09220,VNG2353H
VNG_2356G	ATP-dependent RNA helicase/nuclease Hef	VNG_2356G,VNG_RS09225,VNG2356G
