representative	gene_symbol	cog_id	cog_name	cog_category	functional_pathway
VNG_1935C	Undefined	COG1920	2-phospho-L-lactate guanylyltransferase, coenzyme F420 biosynthesis enzyme, CobY/MobA/RfbA family	Coenzyme transport and metabolism	Undefined
VNG_1937C	ThiH	COG1060	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	Coenzyme transport and metabolism	Thiamine biosynthesis
VNG_1938C	ThiH	COG1060	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	Coenzyme transport and metabolism	Thiamine biosynthesis
VNG_1939G	PurC	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	Nucleotide transport and metabolism	Purine biosynthesis
VNG_1941C	RaSEA	COG1244	Archaeosine formation enzyme, radical SAM superfamily	Translation, ribosomal structure and biogenesis	Undefined
VNG_1944C	PurS	COG1828	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit	Nucleotide transport and metabolism	Purine biosynthesis
VNG_1945G	PurL2	COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	Nucleotide transport and metabolism	Purine biosynthesis
VNG_1946G	PurU	COG0788	Formyltetrahydrofolate hydrolase	Nucleotide transport and metabolism	Purine biosynthesis
VNG_1957G	ArcS	COG1549	Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains	Translation, ribosomal structure and biogenesis	Undefined
VNG_1959G	Tgt	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_1962C	YjhB	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	Nucleotide transport and metabolism	Undefined
VNG_1963a	Undefined	COG0645	Predicted kinase, contains AAA domain	General function prediction only	Undefined
VNG_1964H	CDC6	COG1474	Cdc6-related protein, AAA superfamily ATPase	Replication, recombination and repair	Undefined
VNG_1967G	GlpK	COG0554	Glycerol kinase	Energy production and conversion	Undefined
VNG_1969G	GlpA	COG0578	Glycerol-3-phosphate dehydrogenase	Energy production and conversion	Isoprenoid biosynthesis
VNG_1971G	GlpB	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase	Amino acid transport and metabolism	Undefined
VNG_1972G	GlpC	COG0247	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	Energy production and conversion	Undefined
VNG_1974H	Undefined	COG3430	Archaeal flagellin (archaellin), FlaG/FlaF family	Cell motility	Undefined
VNG_1980C	TrmY	COG1901	tRNA pseudouridine-54 N-methylase	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_1982C	Pus10	COG1258	tRNA U54 and U55 pseudouridine synthase Pus10	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_1984G	RnhB	COG0164	Ribonuclease HII	Replication, recombination and repair	Undefined
VNG_1985C	NhaC	COG1757	Na+/H+ antiporter NhaC/MleN	Energy production and conversion	Undefined
VNG_1986C	NucS	COG1637	Endonuclease NucS, RecB family	Replication, recombination and repair	Undefined
VNG_1987G	SecD	COG0342	Preprotein translocase subunit SecD	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_1988G	SecF	COG0341	Preprotein translocase subunit SecF	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_1992G	Pgi	COG0166	Glucose-6-phosphate isomerase	Carbohydrate transport and metabolism	Glycolysis
VNG_1994C	Nob1	COG1439	rRNA maturation endonuclease Nob1	Translation, ribosomal structure and biogenesis	Undefined
VNG_1995C	YlmC	COG1873	Sporulation protein YlmC, YlmC/YmxH family, contains PRC-barrel domain	General function prediction only	Undefined
VNG_1997G	InfB	COG0532	Translation initiation factor IF-2, a GTPase	Translation, ribosomal structure and biogenesis	Translation factors
VNG_1999H	PdaD	COG1945	Pyruvoyl-dependent arginine decarboxylase	Amino acid transport and metabolism	Undefined
VNG_2000G	RPT1	COG1222	ATP-dependent 26S proteasome regulatory subunit	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_2001G	PepF	COG1164	Oligoendopeptidase F	Amino acid transport and metabolism	Undefined
VNG_2002H	Iap	COG2234	Zn-dependent amino- or carboxypeptidase, M28 family	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_2003G	TruA	COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_2005G	HisS	COG0124	Histidyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases
VNG_2006C	Undefined	COG2117	Predicted subunit of tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_2008H	PDCD5	COG2118	DNA-binding TFAR19-related protein, PDSD5 family	General function prediction only	Undefined
VNG_2010G	RPS19A	COG2238	Ribosomal protein S19E (S16A)	Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins
VNG_2011G	ThiL	COG0611	Thiamine monophosphate kinase	Coenzyme transport and metabolism	Thiamine biosynthesis
VNG_2015C	PyrH	COG0528	Uridylate kinase	Nucleotide transport and metabolism	Pyrimidine biosynthesis
VNG_2017G	LysS	COG1384	Lysyl-tRNA synthetase, class I	Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases
VNG_2020C	PadR	COG1695	DNA-binding transcriptional regulator, PadR family	Transcription	Undefined
VNG_2021C	HmoA|HemQ	COG2329|COG3253	Heme-degrading monooxygenase HmoA and related ABM domain proteins|Coproheme decarboxylase/chlorite dismutase	Coenzyme transport and metabolism	Undefined
VNG_2023G	PdxI	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	Coenzyme transport and metabolism	Undefined
VNG_2031G	NadE	COG0171	NH3-dependent NAD+ synthetase	Coenzyme transport and metabolism	NAD biosynthesis
VNG_2032G	CaiD	COG1024	Enoyl-CoA hydratase/carnithine racemase	Lipid transport and metabolism	Fatty acid biosynthesis
VNG_2043G	RdgB	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	Nucleotide transport and metabolism	Undefined
VNG_2045G	TsaD|Bud32	COG0533|COG3642	tRNA A37 threonylcarbamoyltransferase TsaD|tRNA A-37 threonylcarbamoyl transferase component Bud32	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_2047G	RPS27ae	COG1998	Ribosomal protein S27AE	Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins
VNG_2048G	RPS24A	COG2004	Ribosomal protein S24E	Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins
VNG_2049C	DPCK	COG1909	Archaeal dephospho-CoA kinase	Coenzyme transport and metabolism	Undefined
VNG_2051G	Spt4	COG2093	RNA polymerase subunit RPABC4/transcription elongation factor Spt4	Transcription	RNA polymerase
VNG_2053G	RPB7	COG1095	DNA-directed RNA polymerase, subunit E'/Rpb7	Transcription	RNA polymerase
VNG_2054H	Fcf1	COG1412	rRNA-processing protein FCF1	Translation, ribosomal structure and biogenesis	Undefined
VNG_2056G	GCD11	COG5257	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	Translation, ribosomal structure and biogenesis	Translation factors
VNG_2060G	PhnP	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	Inorganic ion transport and metabolism	Undefined
VNG_2063G	PaaJ	COG0183	Acetyl-CoA acetyltransferase	Lipid transport and metabolism	Fatty acid biosynthesis
VNG_2064H	PMT	COG4745	Predicted membrane-bound mannosyltransferase, involved in protein glycosylation	General function prediction only	Undefined
VNG_2067H	GtrA	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	Lipid transport and metabolism	Undefined
VNG_2068C	NhaP|TrkA	COG0025|COG0569	NhaP-type Na+/H+ or K+/H+ antiporter|Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	Inorganic ion transport and metabolism	Undefined
VNG_2071G	FAA1	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	Lipid transport and metabolism	Undefined
VNG_2072G	SerS	COG0172	Seryl-tRNA synthetase	Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases
VNG_2073C	GloB	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	General function prediction only	Undefined
VNG_2074H	YesE	COG3631	Ketosteroid isomerase-related protein	General function prediction only	Undefined
VNG_2075C	Tsr3	COG2042	Ribosome biogenesis protein Tsr3 (rRNA maturation)	Translation, ribosomal structure and biogenesis	Undefined
VNG_2076G	RPL40A	COG1552	Ribosomal protein L40E	Translation, ribosomal structure and biogenesis	Archaeal ribosomal proteins
VNG_2078G	RimL	COG1670	Protein N-acetyltransferase, RimJ/RimL family	Translation, ribosomal structure and biogenesis	Undefined
VNG_2079G	YjhB	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	Nucleotide transport and metabolism	Undefined
VNG_2080C	GloB	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	General function prediction only	Undefined
VNG_2081a	Undefined	COG1628	Endonuclease V homolog, UPF0215 family	General function prediction only	Undefined
VNG_2082G	Udg4	COG1573	Uracil-DNA glycosylase	Replication, recombination and repair	Undefined
VNG_2084G	PhnE	COG3639	ABC-type phosphate/phosphonate transport system, permease component	Inorganic ion transport and metabolism	Undefined
VNG_2085G	PhnC	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	Inorganic ion transport and metabolism	Undefined
VNG_2086G	PhnD	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	Inorganic ion transport and metabolism	Undefined
VNG_2087G	HisH	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	Amino acid transport and metabolism	Histidine biosynthesis
VNG_2088G	TRM1	COG1867	tRNA G26 N,N-dimethylase Trm1	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_2093G	GlnA	COG0174	Glutamine synthetase	Amino acid transport and metabolism	Glutamine biosynthesis
VNG_2094G	Lrp	COG1522	DNA-binding transcriptional regulator, Lrp family	Transcription	Undefined
VNG_2096G	GroEL	COG0459	Chaperonin GroEL (HSP60 family)	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_2097C	YeiB	COG2311	Uncharacterized membrane protein YeiB	Function unknown	Undefined
VNG_2099C	RidA	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	Defense mechanisms	Pyrimidine degradation
VNG_2100G	IlvA	COG1171	Threonine deaminase	Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis
VNG_2102G	GltA	COG0372	Citrate synthase	Energy production and conversion	TCA cycle
VNG_2104G	Undefined	COG3273	Uncharacterized protein, contains PhoU and TrkA_C domains	General function prediction only	Undefined
VNG_2106G	Undefined	COG3608	Predicted deacylase	General function prediction only	Undefined
VNG_2108G	ThrC	COG0498	Threonine synthase	Amino acid transport and metabolism	Threonine biosynthesis
VNG_2110C	TiaS	COG1571	tRNA(Ile2) C34 agmatinyltransferase TiaS	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_2112C	Undefined	COG1395	Predicted transcriptional regulator	Transcription	Undefined
VNG_2115H	GrxC	COG0695	Glutaredoxin	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_2116C	NCS2	COG2252	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family	Nucleotide transport and metabolism	Undefined
VNG_2117C	Apt	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	Nucleotide transport and metabolism	Purine salvage
VNG_2118G	PyrE	COG0461	Orotate phosphoribosyltransferase	Nucleotide transport and metabolism	Pyrimidine biosynthesis
VNG_2119C	CdsA	COG0575	CDP-diglyceride synthetase	Lipid transport and metabolism	Phospholipid biosynthesis
VNG_2121C	Undefined	COG2928	Uncharacterized membrane protein	Function unknown	Undefined
VNG_2122G	IlvE	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis
VNG_2123G	NhaC	COG1757	Na+/H+ antiporter NhaC/MleN	Energy production and conversion	Undefined
VNG_2124C	NhaC	COG1757	Na+/H+ antiporter NhaC/MleN	Energy production and conversion	Undefined
VNG_2125G	RibB	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis
VNG_2126C	Rfk	COG1339	Archaeal CTP-dependent riboflavin kinase	Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis
VNG_2128C	Tyw1	COG0731	Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_2130G	FlhG	COG0455	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_2131G	eRF1	COG1503	Peptide chain release factor 1 (eRF1)	Translation, ribosomal structure and biogenesis	Translation factors
VNG_2132G	Fdx	COG0633	Ferredoxin	Energy production and conversion	Undefined
VNG_2135G	NtpD	COG1394	Archaeal/vacuolar-type H+-ATPase subunit D/Vma8	Energy production and conversion	A/V-type ATP synthase
VNG_2138G	NtpB	COG1156	Archaeal/vacuolar-type H+-ATPase subunit B/Vma2	Energy production and conversion	A/V-type ATP synthase
VNG_2139G	NtpA	COG1155	Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1	Energy production and conversion	A/V-type ATP synthase
VNG_2140G	NtpF	COG1436	Archaeal/vacuolar-type H+-ATPase subunit F/Vma7	Energy production and conversion	A/V-type ATP synthase
VNG_2141G	NtpC	COG1527	Archaeal/vacuolar-type H+-ATPase subunit C/Vma6	Energy production and conversion	A/V-type ATP synthase
VNG_2142G	NtpE	COG1390	Archaeal/vacuolar-type H+-ATPase subunit E/Vma4	Energy production and conversion	A/V-type ATP synthase
VNG_2144G	NtpI	COG1269	Archaeal/vacuolar-type H+-ATPase subunit I/STV1	Energy production and conversion	A/V-type ATP synthase
VNG_2146H	NtpH	COG2811	Archaeal/vacuolar-type H+-ATPase subunit H	Energy production and conversion	A/V-type ATP synthase
VNG_2147G	UbiE	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	Coenzyme transport and metabolism	Biotin biosynthesis
VNG_2150G	FixA	COG2086	Electron transfer flavoprotein, alpha and beta subunits	Energy production and conversion	Undefined
VNG_2151G	FixB	COG2025	Electron transfer flavoprotein, alpha subunit FixB	Energy production and conversion	Undefined
VNG_2152C	PEBP	COG1881	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	General function prediction only	Undefined
VNG_2153G	IspA	COG0142	Geranylgeranyl pyrophosphate synthase	Coenzyme transport and metabolism	Isoprenoid biosynthesis
VNG_2154C	Undefined	COG2237	Uncharacterized membrane protein	Function unknown	Undefined
VNG_2155C	Undefined	COG2108	Uncharacterized radical SAM domain-containing protein	Function unknown	Undefined
VNG_2156C	PMT	COG4745	Predicted membrane-bound mannosyltransferase, involved in protein glycosylation	General function prediction only	Undefined
VNG_2157C	Undefined	COG3269	Predicted RNA-binding protein, contains TRAM domain	General function prediction only	Undefined
VNG_2158G	FabG	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	Lipid transport and metabolism	Fatty acid biosynthesis
VNG_2159G	CpsB	COG0836	Mannose-1-phosphate guanylyltransferase	Cell wall/membrane/envelope biogenesis	Undefined
VNG_2162C	Undefined	COG3390	Replication protein A (RPA) family protein	Replication, recombination and repair	Undefined
VNG_2166C	Undefined	COG3268	Uncharacterized conserved protein, related to short-chain dehydrogenases	Function unknown	Undefined
VNG_2167G	DNA2	COG1112	Superfamily I DNA and/or RNA helicase	Replication, recombination and repair	Undefined
VNG_2168C	SpoIVFB	COG1994	Zn-dependent protease (includes sporulation protein SpoIVFB)	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_2170H	QdoI	COG1917	Cupin domain protein related to quercetin dioxygenase	General function prediction only	Undefined
VNG_2171G	EutG	COG1454	Alcohol dehydrogenase, class IV	Energy production and conversion	Undefined
VNG_2172C	YcbJ	COG3173	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	General function prediction only	Undefined
VNG_2179H	Undefined	COG3430	Archaeal flagellin (archaellin), FlaG/FlaF family	Cell motility	Undefined
VNG_2181G	Mcm2	COG1241	DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family	Replication, recombination and repair	Undefined
VNG_2184G	SUA7	COG1405	Transcription initiation factor TFIIIB, Brf1 subunit/Transcription initiation factor TFIIB	Transcription	Undefined
VNG_2186G	HinT	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	Nucleotide transport and metabolism	Undefined
VNG_2190G	IleS	COG0060	Isoleucyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases
VNG_2193G	CyoB	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1	Energy production and conversion	Undefined
VNG_2195G	CyoA	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	Energy production and conversion	Undefined
VNG_2199H	DsbD	COG2836	Uncharacterized membrane protein, DsbD domain	Function unknown	Undefined
VNG_2201G	ZntA	COG2217	Cation-transporting P-type ATPase	Inorganic ion transport and metabolism	Undefined
VNG_2203G	PrsA	COG0462	Phosphoribosylpyrophosphate synthetase	Nucleotide transport and metabolism	Histidine biosynthesis, Purine biosynthesis
VNG_2206G	ManB	COG1109	Phosphomannomutase	Carbohydrate transport and metabolism	Undefined
